Number,Date,Truck,Length,Route,Ref,Price,BAF,Voucher,INVOICE
288,07.08.2012,CJ-14-DCY,16.5,CA - DO,CA19623662,145,11.95,171771,"1,387.00 €"
289,07.08.2012,IF 08 TDS,16.5,DO - CA,DO23299762,145,11.95,171772,"1,387.00 €"
290,07.08.2012,CJ98CNT,16,DO - CA,DO23300174           ,145,11.95,171773,"1,387.00 €"
291,07.08.2012,CJ-14-LNK      ,16,CA - DO,CA19624815           ,145,11.95,171774,"1,387.00 €"
292,07.08.2012,CJ-10-JLK   ,16,CA - DO,CA19624816           ,145,11.95,171775,"1,387.00 €"
293,08.08.2012,CJ 14 DCY,16,DO-CA,  DO23302395,145,11.95,171776,"1,387.00 €"
294,08.08.2012,      CJ 14-LNK            ,16,DO- CA,DO23302406,145,11.95,171777,"1,387.00 €"
295,08.08.2012,CJ-13-NSV,16,CA - DO,CA19627286,145,11.95,171778,"1,387.00 €"
296,10.08.2012,CJ-13-NSV,16,DO -CA,DO23307153,145,11.95,171779,"1,387.00 €"
297,10.08.2012`,CJ10JLK,16,DO -CA,DO23307175,145,11.95,171780,"1,387.00 €"
298,10.08.2012 ,CJ 35 SXH,16,DO - CA,DO23308508  ,145,11.95,171781,"1,387.00 €"
299,13.08.2012,IF 11 TDS,16,CA- DO, CA19631162,145,11.95,171782,"1,387.00 €"
300,14.082012,CJ 40 CNT,16,CA - DO,CA19634931,145,11.95,171783,"1,387.00 €"
301,14.08.2012,B 06 PUO,16,DO - CA,DO23315053,145,11.95,171784,"1,387.00 €"
302,15.08.2012,IF 11 TDS,16,DO - CA,DO23318647,145,11.95,171785,"1,461.00 €"
303,17.08.2012,Cj-14-FWH,16,DO -CA,  DO23322499,145,11.95,171786,"1,461.00 €"
304,17.08.2012,CJ 40 CNT,16,DO -CA,DO23323128,145,11.95,171787,"1,461.00 €"
305,17.08.2012,SB 96 LAL ,16,CA - DO,CA19640524,145,11.95,171788,"1,461.00 €"
306,17.08.2012,SB 96 LAL ,16,DO - CA,DO23323486,145,11.95,171789,"1,461.00 €"
307,20.08.2012,IF 07 TDS ,16,CA - DO,CA19642722,145,11.95,171790,"1,461.00 €"
308,21.08.2012,CJ 14 RNJ,16,CA- DO,CA19644641,145,11.95,171791,"1,461.00 €"
309,22.08.2012,CJ 74 CNT,16,CA- DO,  CA19645867,145,11.95,171792,"1,461.00 €"
310,22.08.2012,CJ 35 SXH,16,CAQ- DO,CA19645878,145,11.95,171793,"1,461.00 €"
312,13.08.2012,B 08 PUO,16,CA- DO,  CA19632185,145,11.95,171795,"1,387.00 €"
313,23.08..2012,IF 07 TDS ,16,DO- CA,DO23334391,145,11.95,163841,"1,461.00 €"
314,23.08..2012,CJ 14 RNJ,16,DO - CA,DO23335358,145,11.95,163842,"1,461.00 €"
315,24.082012,CJ 35 SXH,16,DO -CA ,DO23337398,145,11.95,163843,"1,461.00 €"
316,24.082012,CJ 35 CNT ,16,CA - DO,CA19649752,145,11.95,163844,"1,461.00 €"
317,24.08.2012,B 12 EHK,16.5,CA - DO,CA19653580,145,11.95,163845,"1,461.00 €"
318,24.08.2012,B 12 EHK,16.5,DO - CA,DO23343308,145,11.95,163846,"1,461.00 €"
319,24.08.2012,CJ 13 DCY,16.5,CA - DO,CA19654262,145,11.95,163847,"1,461.00 €"
320,25.08.2012,CJ 35 CNT ,16.5,DO - CA,DO23346120,145,11.95,163848,"1,461.00 €"
321,25.08.2012,CJ 22 CNT,16.5,CA - DO,CA19655471,145,11.95,163849,"1,461.00 €"
322,29.08.2012,B-86-CTG/ B-06-DWE,16.5,DO - CA,DO23346852,145,11.95,163850,"1,461.00 €"
323,29.08.2012,CJ-14-DCY,16.5,DO - CA,DO23347580,145,11.95,163851,"1,461.00 €"
324,30.08.2012,IF 08 TDS,16.5,DO - CA,  DO23349771,145,11.95,163852,"1,461.00 €"
325,30.08.2012,B 07 GLD,16.5,DO - CA,DO23350636,145,11.95,163853,"1,461.00 €"
326,31.08.2012,CJ 22 CNT,16.5,DO -CA,DO23351672,145,11.95,163854,"1,461.00 €"
327,31.08.2012,CJ 40 CNT,16.5,DO -CA,DO23351676,145,11.95,163855,"1,461.00 €"
328,31.08.2012,SB 30 GEP,16.5,DO -CA,DO23351735,145,11.95,163856,"1,461.00 €"
329,04.09.2012,IF 11 TDS,16.5,CA - DO,CA19664269,145,15.49,163857,"1,578.00 €"
330,04.09.2012,CJ 35 SXH ,16.5,CA - DO,CA19664445,145,15.49,163858,"1,578.00 €"
331,04.09.2012,CJ 32 CNT ,16.5,CA - DO,CA19664446,145,15.49,163859,"1,578.00 €"
332,04.09.2012,B-06-PKL,16.5,CA - DO,CA19664913,145,15.49,163860,"1,578.00 €"
333,05.09.2012,CJ 14 MXN,16.5,CA-DO,  CA19667102,145,15.49,163861,"1,578.00 €"
334,05.09.2012,IF 11 TDS,16.5,DO- CA,  DO23363594,145,15.49,163862,"1,578.00 €"
335,06.09.2012,B-06-PKL,16.5,DO - CA,DO23365628,145,15.49,163863,"1,578.00 €"
336,07.09.2012,CJ-14-MXN,16.5,DO -CA,  DO23368150,145,15.49,163864,"1,578.00 €"
337,07.09.2012,CJ 35 SXH ,16.5,DO - CA,DO23368215,145,15.49,163865,"1,578.00 €"
338,07.09.2012,CJ 32 CNT,16.5,DO - CA,DO23368216,145,15.49,163866,"1,578.00 €"
339,10.09.2012,IF 08 TDS,16.5,CA - DO,CA19674626,145,15.49,163867,"1,578.00 €"
340,11.09.2012,CJ 40 CNT,16.5,CA - DO,CA19675986,145,15.49,163868,"1,578.00 €"
341,12.09.2012,CJ14MXN,16.5,CA- DO,CA19679336,145,15.49,163869,"1,578.00 €"
342,12.09.2012,B44DTK,16.5,CA- DO,CA19679337,145,15.49,163870,"1,578.00 €"
343,12.09.2012 ,IF 08 TDS,16.5,DO - CA,CA19679462,145,15.49,163871,"1,578.00 €"
344,13.092012,VL 06 FPP ,6,CA - DO,CA19680084,80,15.49,163872,"1,578.00 €"
345,14.09.2012,CJ-14-MXN,16.5,DO -CA,  DO23385252,145,15.49,163873,"1,578.00 €"
346,14.09.2012,B-44-DTK,16.5,DO - CA,  DO23386013,145,15.49,163874,"1,578.00 €"
347,14.09.2012,CJ 40 CNT,16.5,DO - CA,DO23386879,145,15.49,163875,"1,578.00 €"
348,14.09.2012,B976VMC,6,CA - DO,CA19684716,80,15.49,163876,"1,668.00 €"
349,18.09.2012,B976VMC,6,DO - CA,DO23393978,80,15.49,163877,"1,668.00 €"
350,19.09.2012,CJ14MXN,16.5,DO -CA,  DO23396719,145,15.49,163878,"1,668.00 €"
351,20.09.2012,CJ 74 CNT,16.5,DO - CA,DO23399796,145,15.49,163879,"1,668.00 €"
352,17.09.2012,IF 11 TDS,16.5,CA- DO,CA19685794,145,15.49,163880,"1,668.00 €"
353,17.09.2012,CJ14MXN,16.5,CA- DO,CA19687082,145,15.49,163881,"1,668.00 €"
354,18.09.2012,CJ 74 CNT,16.5,CA-DO,  CA19687495,145,15.49,163882,"1,668.00 €"
355,18.09.2012,CJ 32 CNT,16.5,CA- DO,CA19687502,145,15.49,163883,"1,668.00 €"
356,18.09.2012,CJ 35 SXH,16.5,CA- DO,  CA19687509,145,15.49,163884,"1,668.00 €"
357,19.09.2012,IF 11 TDS,16.5,DO -CA,DO23396612,145,15.49,163885,"1,668.00 €"
358,20.09.2012,B-86-CSZ,16.5,CA-DO,  CA19692494,145,15.49,163886,"1,668.00 €"
359,21.09.2012,CJ 35 SXH,16.5,DO -CA,DO23404581,145,15.49,163887,"1,668.00 €"
360,21.09.2012,CJ 35 CNT ,16.5,DO -CA,CA19695928,145,15.49,163888,"1,668.00 €"
361,24.09.2012,if 08 tds,16.5,CA-DO,CA19698244,145,15.49,163889,"1,668.00 €"
362,24.09.2012,B 86 CSZ,16.5,DO - CA,DO23408939,145,15.49,163890,"1,668.00 €"
363,26.09.2012,CJ 40 CNT,16.5,CA - DO,CA19701421,145,15.49,163891,"1,668.00 €"
364,26.09.2012,SB 31 GEP,16.5,CA-DO,  CA19701735,145,15.49,163892,"1,668.00 €"
365,26.09.2012,SB 31 GEP,16.5,DO- CA,  DO23413015,145,15.49,163893,"1,668.00 €"
366,26.09.2012,B-06-PUO,16.5,CA-DO,  CA19702574,145,15.49,163894,"1,668.00 €"
367,26.09.2012,IF 08 TDS,16,DO - CA,DO23414252,145,15.49,163895,"1,668.00 €"
368,26.09.2012,B 10 ZVM,16,DO -CA,DO23414524,145,15.49,163896,"1,668.00 €"
369,28.09.2012,CJ-14-LNK,16.5,CA- DO,  CA19705878,145,15.49,163897,"1,668.00 €"
370,28.09.2012,B-06-PUO,16.5,DO- CA,DO23420632,145,15.49,163898,"1,668.00 €"
371,01.10.2012,IF 11 TDS,16.5,CA - DO,CA19709571,145,15.49,163899,"1,762.00 €"
372,01.10.2012,CJ 14 LNK,16.5,DO - CA,DO23426093,145,15.49,163900,"1,762.00 €"
373,01.10.2012,SV 07 RHz,6,DO - CA,DO23427001,80,15.49,163901,"1,762.00 €"
374,02.10.2012,CJ-14-FWH,16.5,CA- DO,CA19712488,145,15.49,163902,"1,762.00 €"
375,02.10.2012,B 79 DBS ,16.5,CA - DO,CA19714266,145,15.49,163903,"1,762.00 €"
376,03.10.2012,CJ-14-FWH,16.5,DO- CA,DO23431946,145,15.49,163904,"1,762.00 €"
377,03.10.2012,IF 11 TDS,16.5,DO - CA,DO23432535,145,15.39,163905,"1,762.00 €"
378,04.10.2012,CJ-10-JLK/,16.5,CA- DO,CA19716640,145,15.49,163906,"1,762.00 €"
379,04.10.2012,B-79-DBS,16.5,DO - CA,DO23435635,145,15.49,163907,"1,762.00 €"
380,04.10.2012,CJ 14 NK,16.5,CA - DO,CA19720336,145,15.49,163908,"1,762.00 €"
381,04.10.2012,CJ-10-JLK,16.5,DO - CA,DO23439094,145,15.49,163909,"1,762.00 €"
382,07.10.2012,IF 08 TDS,16.5,CA - DO,CA19722455,145,15.49,163910,"1,762.00 €"
383,08.10.2012,CJ-14-RNJ,16.5,DO- CA,DO23443743,145,15.49,163911,"1,762.00 €"
384,09.10.2012,CJ-13-NSV,16.5,CA- DO,CA19725195,145,15.49,163912,"1,762.00 €"
385,10.10.2012,IF 08 TDS,16.5,DO - CA,DO23450203,145,15.49,163913,"1,762.00 €"
386,11.10.2012,B-86-CSZ,16.5,CA-DO,  CA19728524,145,15.49,163914,"1,762.00 €"
387,12.10.2012,B 101 WXT ,16.5,CA-DO,  CA19730252           ,145,15.49,163915,"1,762.00 €"
388,12.10.2012,B 101 WXT ,16.5,DO- CA,DO23453770         ,145,15.49,163916,"1,762.00 €"
389,12.10.2012,CJ-13-NSV,16.5,DO-CA,  DO23453697,145,15.49,163917,"1,762.00 €"
390,12.10.2012,B-06-PUO,16.5,CA-DO,CA19730314,145,15.49,163918,"1,762.00 €"
391,12.10.2012,B-222-WXT,16.5,CA-DO,  CA19730926,145,15.49,163919,"1,762.00 €"
392,12.10.2012,B 222 WXT,16.5,DO- CA,DO23454636,145,15.49,163920,"1,762.00 €"
393,12.10.2012,B-44-DTK,16.5,CA- DO,  CA19730968,145,15.49,163921,"1,762.00 €"
394,12.10.2012,B-86-CSZ,16.5,DO- CA,  DO23454820,145,15.49,163922,"1,762.00 €"
395,13.10.2012,CJ 40 CNT,16.5,DO- CA,DO23457599,145,15.49,163923,"1,762.00 €"
396,14.10.2012,B 10 ZVM,16.5,CA - DO,CA19733625,145,15.49,163924,"1,762.00 €"
397,15.10.2012,IF 11 TDS,16.5,CA- DO,  CA19734072,145,15.49,163925,"1,762.00 €"
398,15.10.2012,B 10 ZVM,16.5,DO -CA,  DO23459587,145,15.49,163926,
399,16.10.2012,B-06-PUO,16.5,DO - CA,DO23462433,145,15.49,163927,
400,16.10.2012,B-44-DTK,16.5,DO- CA,  DO23463527,145,15.49,163928,
401,16.10.2012,B-06-PKL,16.5,CA- DO,CA19736946,145,15.49,163929,
402,17.10.2012,B 10 ZVM,16.5,CA - DO,CA19738054,145,15.49,163930,
403,18.10.2012,B-06-PKL,16.5,DO - CA,DO23469058,145,15.49,163931,
404,18.10.2012,IF 11 TDS,16.5,DO - CA,DO23469059,145,15.49,163932,"1,835.00 €"
405,17.10.2012,CJ 05 ZVM,16.5,DO- CA,DO23465376,145,15.49,163933,"1,835.00 €"
406,21.10.2012,VL 96 GLU,6,CA - DO,CA19744951           ,80,15.49,163934,"1,835.00 €"
407,18.10.2012,IF 02 GTR/ AR 08 JYN,16.5,CA- DO,  CA19740259,145,15.49,163935,"1,835.00 €"
408,22.10.2012,CJ-14-LNK/ CJ-14-LRU,16.5,CA - DO,CA19747322,145,15.49,163936,"1,835.00 €"
409,"23,10,2012",IF 02 GTR/ AR 08 JYN,16.5,DO -CA,  DO23479596,145,15.49,163937,"1,835.00 €"
410,"23,10,2012",DJ 62 LEO/DJ 10 VUZ,16.5,CA- DO,CA19747857,145,15.49,163938,"1,835.00 €"
411,"22,10,2012",B 41 GCH/ B 41 ,16.5,CA- DO,  CA19746580,145,15.49,163939,"1,835.00 €"
412,19.10.2012,CJ-14-MXN,16.5,CA-DO,CA19743810,145,15.49,163940,"1,835.00 €"
413,28.08.2012,SB 32 GEP,16,CA-DO,CA19652642 ,145,11.95,163951,"1,668.00 €"
414,28.08.2012,CJ 41 CNT,16,CA- DO,CA19652700 ,145,11.95,163952,"1,668.00 €"
415,28.08.2012,IF 08 TDS,16,CA- DO,CA19652982  ,145,11.95,163953,"1,668.00 €"
416,28.08.2012,B 86 CTG,16,CA- DO,CA19652983  ,145,11.95,163954,"1,668.00 €"
417,21.09.2012,CJ 74 CNT,16,DO -CA,DO23403202,145,15.49,164087,"1,668.00 €"
418,"23,10,2012",IF 08 TDS,16.5,CA-DO,CA19748211,145,15.49,164201,"1,835.00 €"
419,"23,10,2012",CJ-14-MXN / CJ-12-HHN,16.5,DO- CA,DO23480489,145,15.49,164202,"1,835.00 €"
420,"24,10,2012",CJ-14-MXN / CJ-12-HHN,16.5,CA-DO,  CA19751012,145,15.49,164203,"1,835.00 €"
421,"24,10,2012",B-44-LNK/ B-43 -LRU,16.5,DO-CA,DO23484005,145,15.49,164204,"1,835.00 €"
422,25.10.2012,CJ-14-LNK  ,16.5,DO - CA,DO23485318,145,15.49,164205,
423,25.10.2012,B-93-DWK,16.5,CA - DO,CA19752078,145,15.49,164206,"1,835.00 €"
424,25.10.2012,IF 08 TDS,16.5,DO - CA,DO23487433,145,15.49,164207,"1,835.00 €"
425,"26,10,2012",DJ 62 LEO/ DJ 10 VUZ,16.5,DO -CA,  DO23489247,145,15.49,164208,"1,835.00 €"
426,"26,10,2012","B-444-WXT/B-525-WXT,",16.5,CA-DO,  CA19754855,145,15.49,164209,"1,835.00 €"
427,"26,10,2012","B-444-WXT/B-525-WXT,",16.5,DO- CA,  DO23489322,145,15.49,164210,"1,835.00 €"
428,26.10.2012,B-06-PKL,16.5,CA - DO,CA19755873,145,15.49,164211,"1,835.00 €"
429,26.10.2012,CJ-14- MXN,16.5,DO - CA,DO23490615,145,15.49,164212,"1,835.00 €"
430,26.10.2012,B-93 DWK,16.5,DO - CA,DO23490616,145,15.49,164213,"1,835.00 €"
431,27.10.2012,IF 11 TDS,16.5,CA - DO,CA19757028           ,145,15.49,164214,"1,835.00 €"
432,29.10.2012,AG20VLX,16.5,CA - DO,CA19758512,135,15.49,164215,"1,835.00 €"
433,29.10.2012,AG20VLX,16.5,DO - CA,DO23494704,135,15.49,164216,"1,968.00 €"
434,30.10.2012,B06PKL,16.5,DO - CA,DO23496453,145,15.49,164217,"1,835.00 €"
435,31.10.2012,CJ-14-DCY,16.5,CA-DO,  CA19762022,145,15.49,198801,"1,968.00 €"
436,31.10.2012,IF 02 GTR AR 11 MUK,16.5,CA- DO,  CA19762431,135,15.49,198802,"1,968.00 €"
437,31.10.2012,IF 11 TDS,16.5,DO - CA,DO23500158,135,15.49,198803,"1,968.00 €"
438,"31,10,2012",VL 97 SOT,6,DO -CA, DO23501139,80,15.37,198804,"1,968.00 €"
439,"31,10,2012",B 28 HXW  ,6,DO- CA,  DO23501148,80,15.37,198805,"1,835.00 €"
440,"02,11,2012",CJ-14-DCY/ CJ-10-HLO,16.5,DO -CA,DO23504534,135,15.37,198806,"1,968.00 €"
441,04.11.2012,B 79 DBS ,16.5,CA - DO,CA19767787,135,15.37,198807,"1,968.00 €"
442,"05,11,2012",IF 02 GTR,16.5,DO-CA,  DO23511189,135,15.37,198808,"1,968.00 €"
443,05.11.2012,B-93-DWK,16.5,CA - DO,CA19770109,135,15.37,198809,"1,968.00 €"
444,05.11.2012,IF 08 TDS,16.5,CA - DO,CA19770404,135,15.37,198810,"1,968.00 €"
445,05.11.2012,B-79-DBS,16.5,DO - CA,DO23514290,135,15.37,198811,"1,968.00 €"
446,07.11.2012,B-93-DWK,16.5,DO - CA,DO23517625,135,15.37,198812,"1,968.00 €"
447,07.11.2012,B-79-DBS,16.5,CA - DO,CA19774390,135,15.37,198813,"1,968.00 €"
448,07.11.2012,IF 08 TDS,16.5,DO - CA,DO23518190,135,15.37,198814,"1,968.00 €"
449,09.11.2012,CJ 5 CNT,16.5,DO - CA,DO23522974,135,15.37,198815,"1,968.00 €"
450,09.11.2012,CJ 40 CNT,16.5,DO - CA,DO23522975,135,15.37,198816,"1,968.00 €"
451,"09,11,2012",CJ-14-MXN/ B-30-EOR,16.5,CA-DO,CA19778455,135,15.37,198817,"1,968.00 €"
452,"09,11,2012",B-06-PKL/ B-58-HXI,16.5,CA-DO,CA19778464,135,15.37,198818,"1,968.00 €"
453,11.11.2012,IF 08 TDS,16.5,CA-DO,CA19779887,135,15.37,198819,"1,968.00 €"
454,"12,11,2012",B-79-DBS/ CJ-12-HHN,16.5,DO -CA,  DO23527772,135,15.37,198820,"1,968.00 €"
455,12.11.2012, AG15VLX,16.5,CA - DO,CA19781113,135,15.37,198821,"1,968.00 €"
456,12.11.2012, AG15VLX,16.5,DO - CA,DO23528132,135,15.37,198822,"1,968.00 €"
457,12.11.2012,SB 91 LAL ,16.5,CA - DO,CA19781114,135,15.37,198823,"1,968.00 €"
458,12.11.2012,SB 91 LAL ,16.5,DO - CA,DO23528133,135,15.37,198824,"1,968.00 €"
459,"12,11,2012",CJ-14-MXN,16.5,DO -CA,  DO23529215,135,15.37,198825,"1,968.00 €"
460,"13,11,2012",B-06-PKL,16.5,DO -CA,DO23530875,135,15.37,198826,"1,968.00 €"
461,14.11.2012,B 92 EYI ,16.5,CA - DO,CA19784823,135,15.37,198827,"1,968.00 €"
462,15.11.2012,IF 11 TDS,16.5,DO - CA,DO23537410,135,15.37,198828,"1,968.00 €"
463,15.11.2012,CJ 14 mxn,16.5,CA - DO,CA19788057,135,15.37,198829,
464,"15,11,2012",B-82-EYI,16.5,DO -CA,DO23537835,135,15.37,198830,
465,16.11.2012,CJ 35 SXH,16.5,DO - CA,DO23542071,135,15.37,198831,
466,"19,11,2012",SJ 04 BCA,16.5,CA-DO,CA19793237,135,15.37,198832,
467,"19,11,2012",SJ  04 BCA,16.5,DO -CA,DO23545446,135,15.37,198833,
468,19.11.2012,IF 08 TDS,16.5,CA - DO,CA19793454,135,15.37,198834,
469,"19,11,2012",B-06-YIJ/ B-89-UGN,16.5,CA-DO,  CA19793899,135,15.37,198835,
470,"19,11,2012",CJ-14-MXN/ B-30-EOR,16.5,DO- CA,DO23546336,135,15.37,198836,
471,"20,11,2012",SB 30 GEP/ SB 32 GEP,16.5,CA- DO,CA19795281,135,15.37,198837,
472,"20,11,2012",SB 30 GEP/ SB 32 GEP,16.5,DO -CA,DO23548392,135,15.37,198838,
473,20.11.2012,IF 02GTR,16.5,CA - DO,CA19795909,135,15.37,198839,
474,"20,11,2012",B 06 YIJ,16.5,DO -CA,DO23549996,135,15.37,198840,
475,22.11.2012,CJ 14 LNK,16.5,CA - DO,CA19798735,135,15.37,198841,
476,22.11.2012,IF 08 TDS,16.5,DO - CA,DO23556393,135,15.37,198842,
477,23.11.2012,CJ 40 CNT,16.5,DO - CA,DO23557348,135,15.37,198843,
478,23.11.2012,CJ 22 CNT,16.5,DO - CA,DO23557349,135,15.37,198844,
479,24.11.2012,IF 02 GTR,16.5,DO - CA,DO23560928,135,15.37,198845,
480,24.11.2012,CJ 14 MXN,16.5,CA - DO,CA19804467,135,15.37,198846,
481,"26,11,2012",IF 11 TDS,16.5,CA-DO,CA19805404           ,135,15.37,198847,
482,"26,11,2012",CJ 14 LNK,16.5,DO -CA,  DO23563229,135,15.37,198848,
483,"26,11,2012",SB 92 GEP,16.5,CA- DO,CA19806202,135,15.37,198849,
484,"26,11,2012",SB 92 GEP,16.5,DO -CA,  DO23563846,135,15.37,198850,"2,159.00 €"
485,"26,11,2012",CJ 14 MXN,16.5,DO -CA,DO23564371,135,15.37,198851,
486,26.11.2012,AR 11 ESU ,6,DO - CA,DO23565104,80,15.37,198852,
487,27.11.2012,CJ-14-RNJ/ b-43-ULC,16.5,CA - DO,CA19808099,135,15.37,198853,
488,"27,11,2012",,,,DO23567036,0,15.37,198854,521.00 €
489,28.11.2012,CJ 35 SXH,16.5,CA - DO,CA19809704,135,15.37,198855,
490,28.11.2012,IF 11 TDS,16.5,DO - CA,DO23570586,135,15.37,198856,
491,28.11.2012,CJ-13-NSZ,16.5,CA - DO,CA19811242,135,15.37,198857,
492,"29,11,2012",CJ 14 RNJ,16.5,DO -CA,  DO23572406,135,15.37,198858,
493,29.11.2012,B 111 TGT,16.5,CA - DO,  CA19812494,135,15.37,198859,"2,159.00 €"
494,29.11.2012,B 111 TGT,16.5,DO - CA,  DO23572767,135,15.37,198860,"2,159.00 €"
495,30.11.2012,CJ 13 NSZ,16.5,do -ca ,DO23576257,135,15.37,198861,"2,159.00 €"
496,30.11.2012,CJ 35 SXH,16.5,DO - CA,DO23577172,135,15.37,198862,"2,159.00 €"
497,30.11.2012,B87PYJ   ,16.5,DO-CA,DO23579170,135,15.37,198863,"2,159.00 €"
498,"05,12,2012",B-06-PKL,16.5,CA- DO,  CA19822433,135,15.37,198864,"2,159.00 €"
499,"05,12,2012",CJ-13-NSZ,16.5,CA- DO,  CA19822435,135,15.37,198865,
500,"06,12,2012",CJ 13 NSZ,16.5,CA -DO,CA19822435,135,15.37,198866,"2,159.00 €"
501,,,,,,,,198867,
502,"06,12,2012",B-79-DBS,16.5,DO -CA,  DO23590325,135,15.37,198868,"2,159.00 €"
503,"04,12,2012",B-79-DBS,16.5,CA-DO,CA19820167,135,15.37,198869,"2,159.00 €"
504,"03,12,2012",CJ 40 CNT,16.5,CA- DO,  CA19818131,135,15.37,198870,"2,159.00 €"
505,"03,12,2012",CJ 35 CNT ,16.5,CA- DO,  CA19818135,135,15.37,198871,"2,159.00 €"
506,"03,12,2012",IF 08 TDS,16.5,CA- DO,  CA19818438,135,15.37,198872,"2,159.00 €"
507,05.12.2012,IF 08 TDS,16.5,DO - CA,DO23589175,135,15.37,198873,"2,159.00 €"
508,"06,12,2012",CJ 98 CNT ,16.5,DO -CA,DO23591730,135,15.37,198874,"2,159.00 €"
509,"06,12,2012",B 06 PKL,16.5,DO -CA,DO23591979,135,15.37,198875,"2,159.00 €"
510,"07,12,2012",CJ-13-NSZ,16.5,DO -CA,DO23593914,135,15.37,198876,"2,159.00 €"
511,07.12.2012,NT98DRM,6,CA - DO,  CA19827447,80,14.52,198877,"2,159.00 €"
512,09.12.212,IF11TDS,16.5,CA - DO,CA19830297,135,14.52,198878,"2,159.00 €"
513,10.12.2012,NT08DBP ,16.5,DO- CA,,80,14.52,198879,
514,"11,12,2012",B-06-PUO,16.5,CA- DO,CA19833339,135,14.52,198880,"2,159.00 €"
515,11.12.2012,CJ 35 SXH ,16.5,CA - DO,CA19833448,135,14.52,198881,"2,159.00 €"
516,11.12.2012,CJ 32 CNT ,16.5,CA - DO,CA19833449,135,14.52,198882,"2,159.00 €"
517,11.12.2012,CJ 40 CNT,16.5,DO - CA,DO23602550,135,14.52,198883,"2,159.00 €"
518,"11,12,2012",B-93-DWK ,16.5,CA-DO,  CA19834191,135,14.52,198884,"2,159.00 €"
519,11.12.2012,B 111 TGT,16.5,CA - DO,CA19835281,135,14.52,198885,"2,237.00 €"
520,11.12.2012,B 111 TGT,16.5,DO - CA,DO23604786,135,14.52,198886,"2,237.00 €"
521,"12,12,2012",B-06-PUO,16.5,DO- CA,  DO23607347,135,14.52,198887,"2,159.00 €"
522,"12,12,2012",CJ-14-FWH,16.5,CA- DO,CA19837143,135,14.52,198888,"2,159.00 €"
523,"12,12,2012",B-93-DWK,16.5,DO -CA,DO23607723,135,14.52,198889,"2,159.00 €"
524,12.12.2012,IF 11 TDS,16.5,DO - CA,DO23607837,135,14.52,198890,"2,159.00 €"
525,"13,12,2012",CJ-10-JLI,16.5,CA- DO,CA19838382,135,14.52,198891,"2,159.00 €"
526,"13,12,2012",SB 31 GEP,16.5,CA- DO,CA19838758,135,14.52,198892,"2,159.00 €"
527,"13,12,2012",SB 31 GEP,16.5,DO -CA,DO23609486,135,14.52,198893,"2,237.00 €"
528,14.12.2012,CJ 22 CNT,16.5,DO - CA,  DO23612239,135,14.52,198894,"2,159.00 €"
529,14.12.2012,CJ 35 SXH,16.5,DO - CA,  DO23612240,135,14.52,198895,"2,237.00 €"
530,"14,12,2012",AB 73 MRK,16.5,DO- CA,  DO23612916,135,14.52,198896,"2,159.00 €"
531,"14,12,2012",,16.5,,,135,14.52,198897,
532,"14,12,2012",CJ 10 JLI,16.5,DO -CA,DO23613723,135,14.52,198898,"2,159.00 €"
533,"14,12,2012",CJ 14 FWH,16.5,DO -CA,DO23613728,135,14.52,198899,"2,159.00 €"
534,"14,12,2012",CJ 98 CNT ,16.5,CA - DO,CA19842959,135,14.52,198900,"2,237.00 €"
535,15.12.2012,CJ-14-NSZ,16.5,CA - DO,CA19844005,135,14.52,198901,8UJMNJUI
536,"27,11,2012",B 71 SOT,8,DO -CA,DO23567036           ,80,14.52,203748,
537,16.12.2012,B 253 ADY,6,CA - DO,CA19844227,80,14.52,205401,"2,237.00 €"
538,17.12.2012,IF 08 TDS,16.6,CA - DO,CA19846614,135,14.52,205402,"2,237.00 €"
539,18.12.2012,B 71 SOT,6,DO- CA,DO23621731,80,14.52,205403,"2,237.00 €"
540,18.12.2012,CJ 14 NSZ,16.5,DO - CA,DO23621745,135,14.52,205404,"2,237.00 €"
541,18.12.2012,B39SYT ,16.5,CA - DO,CA19847456,135,14.52,205405,"2,237.00 €"
542,19.12.2012,CJ-13 -NSW,16.5,CA-DO,CA19848841,135,14.52,205406,"2,237.00 €"
543,"19,12,2012",CJ 13 NSW,16.5,DO -CA,  DO23626707,135,14.52,205407,"2,237.00 €"
544,"20,12,2012",CJ 35 CNT ,16.5,DO- CA,DO23629274,135,14.52,205408,"2,237.00 €"
545,"20,12,2012",IF 08 TDS,16.5,DO- CA,DO23629646,135,14.52,205409,"2,237.00 €"
546,"21,12,2012",B39SYT   ,16.5,DO -CA,DO23630838,135,14.52,205410,"2,237.00 €"
547,07.01.2013,IF 07 TDS,16.5,CA - DO ,CA19866113,139,14.52,205411,39.00 €
548,08.01.2013,SB 71 LAL,16.5,CA - DO ,CA19866522,139,14.52,205412,39.00 €
549,08.01.2013,SB 71 LAL,16.5,DO - CA,DO23653325,139,14.52,205413,39.00 €
550,08.01.2013,NT08KFP,6,DO - CA,DO23653873,80,14.52,205414,39.00 €
551,"09,01,2013",B-06-PUO,16.5,CA- DO,CA19869620,139,14.52,205415,39.00 €
552,"09,01,2013",CJ-13-NSV,16.5,CA -DO,CA19869622,139,14.52,205416,39.00 €
553,"09,01,2013",CJ-14-RNJ,16.5,CA -DO,CA19869626,139,14.52,205417,39.00 €
